200nm,210nm,220nm,230nm,240nm,250nm,260nm,270nm,280nm,290nm,300nm,310nm,320nm,330nm,340nm,350nm,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,Class
0.0442128840016851,0.0761089483164128,0.175356110645949,0.3296832476609159,0.4886516811141582,0.7231540525161765,1.4194895840222284,1.1505000572711763,1.1906105122813009,1.1460025635598377,0.9516165296439204,0.718522196583755,0.4981739940399456,0.2609570456395995,0.1279039832336745,0.067628483755017,0.0140219785347719,0.0196157424977962,-0.0135213773430568,-0.0268014420329119,0.029715530531914,-0.004415147993055,0.0013729614566947,-0.0284904917404626,-0.0108868554871272,0.0022185795386542,-0.0230198532724703,0.0075139627066347,-0.0120127735303403,-0.0058338749683887,-0.0120341322420674,0.0370455636903856,-0.0002699444947434,-0.021154218579117,0.0164508982420638,-0.0244168729994204,0.0041772719000951,-0.0391934024775955,-0.0265637209779686,0.0039372247173824,0.0147693315999082,0.0034273656237994,-0.0023129656477648,-0.0060220739117857,-0.0295704398073485,-0.0143968841678941,-0.0092127754191957,0.0211424445243783,0.0068723657913692,-0.0352608031072546,0.0064816793878959,Protein
0.0265769553331341,0.0974859223552585,0.175957688077402,0.3131914557169746,0.496806789881921,0.7410824819275413,0.9657073267519124,1.1317872609261368,1.2232953729100904,1.1302364089395776,0.9454915280268474,0.7520802384978227,0.518004684699486,0.2677395447938743,0.175161398748433,0.0379857739034382,0.055668218665399,-0.0053444609723502,0.0203232679204461,-0.0108528831945523,0.0070604039632616,-0.0275139624687693,-0.0055937284675988,-0.0011918732894268,0.0192242743317434,0.0358857446046286,0.0116138091105762,0.0059530113098882,-0.0205623151437149,-0.0283719292328343,0.0038067397018238,0.0027150765897366,0.0121617932400344,0.0140996262266554,0.0072184675518227,-0.0293393577035905,0.0178525894301232,-0.0021051426800235,-0.019106928894354,-0.0082952926881093,-0.0279748176321171,-0.0068816108262263,0.0150157177117884,-0.00655250366556,-0.0172319610849665,-0.0051636959707267,0.0092191123084058,-0.0269877994646601,-0.0203814557073614,0.0025402447874359,-0.0249888744559985,Protein
0.0209573885368518,0.0685984845096716,0.1684287959029279,0.2700523121130203,0.4800799823410606,0.7249073355203278,0.9439645431710556,1.1187015753125171,1.2217345404607851,1.155251100302171,0.9520495630356494,0.7261534899515366,0.5180750700673542,0.2706930728382444,0.169162793061438,0.1183656582789062,0.0735792962199697,-0.025467428526174,-0.0106134351169356,0.0048178197376597,-0.0260349838591857,-0.0132645559659725,-0.0027234227106491,0.0280309032776789,-0.0009072541023603,0.0043388622677037,0.0102484929234077,0.01086977616457,0.0005619895349998,-0.0239417412392892,0.0157934560975339,0.0086297892654677,-0.0219350459715285,-0.0136460312784044,0.0177502322883254,0.0121096626169535,-0.0144059598571762,-0.0053986753815138,-0.0028692445926137,0.0123400755143026,0.0249788139827982,0.0013129831622244,0.0233841529390524,0.0174663393817885,0.0041130026801334,-0.0288696670339247,-0.0205542172817697,0.0148248127009043,-0.0342105915705006,0.0023795698379197,0.020009712155242,Protein
0.0373270181866456,0.0810484703323842,0.1645176128244904,0.3176359848470168,,0.7408977578761553,0.9829386328094238,1.0981553039448335,1.2233726248690109,1.1154437267456048,0.9390060753188002,0.6702476537857126,0.477271195308372,0.2991255116397348,0.1547358737586171,0.0696236971358015,0.0120286538548714,0.0306753858254196,0.0238073808916333,0.0098070024329055,-0.0373280057622297,0.0455672811770253,0.0029618903720805,0.0107966560154798,-0.0299651137440622,-0.0002287412049376,0.0082671000284486,-0.0028179687496256,0.0174432374551048,0.0260069029874076,,0.017002411642684,0.0078867990293117,-9.391989347018674e-05,-0.0314162396705522,0.029596975503971,0.0079354856254225,-0.0356650212433104,-0.0048626892081403,0.0065444677273173,0.0101315060334506,-0.0025520958856274,0.0068318161189743,0.0423777242445998,0.0309307351094301,-0.0189903809035771,-0.011937946631255,-0.0022240799962053,-0.0349813886834322,-0.0268280699589232,-0.0324338924188696,Protein
0.0234528921086611,0.0944106944283486,0.1614494656607943,0.309596539687111,0.4855067123669883,0.7365972436035937,0.9941602792891346,1.1203666340590164,1.1978561104967775,1.125427016973056,0.9927445193853588,0.7191579596749591,0.478680904582548,0.2876571122534727,0.1596879922375705,0.0630041339863843,0.0269096011597265,0.0164748329478323,0.0023296359688927,0.0180788035333107,-0.0059845464028125,-0.003991952092876,0.0054436323377814,0.0449006041040177,-0.015751239203801,0.0384726159873625,-0.023671445082915,0.00457941098433,-0.0067877255955281,-0.0163054187029616,0.0139818476397202,0.011997932674427,-0.0096249626764549,-0.0418758800807002,-0.0084009492925502,0.0027840822191363,3.627222389352476e-05,0.015118705635833,0.0386708525885998,0.0082774967450161,0.0113553673551524,0.0029636346275829,0.0234487156478448,0.0106280002192065,0.0149821135392864,0.0361791365804032,0.0045396860243869,-0.0054192452433547,0.0089257869600383,0.0227248463423852,0.0100285351405216,Protein
0.0554913725178886,0.0705040567156278,0.1601739643523033,0.2683481424789175,0.5156726174126585,0.7047264734533705,0.9922870959409468,1.1126523279314613,1.225638407606284,1.134582933536137,0.9265563945812902,0.7069775637831031,0.5198641819750058,0.3081956240137955,0.160827706210579,0.0345390132501783,0.0620699277137597,0.0507392738022011,0.0383994448147456,-0.0108602723215959,0.0080585444964987,0.0099431986954089,-0.030526655153752,0.0036143220937974,0.0214216294857265,0.0152896924509711,-0.0222232579789062,-0.0172523000915896,0.0158118800565186,0.012657048775131,-0.0450831735878318,-0.049131862915261,-0.0015306412270157,-0.0117930571337423,-0.005966024463274,-0.0082258118131962,0.0196804708912618,0.002071361688847,0.0053527202832624,-0.0268462565301998,-0.0672819105292662,0.0224708356338303,0.0428641037622777,-0.0068517773646129,0.0049862908324391,0.0064903663274911,0.0335058649933644,0.017779685885543,0.0099212846645175,0.0011114431388793,0.0012046584297818,Protein
-0.0193781268539358,0.0584307653416122,0.1615925398644358,0.2819487062820888,0.4649637236201066,0.7149819683032943,0.9425854810949568,1.1296515228780983,1.20450642846563,1.0940399108335532,0.8920693029441963,0.6987824063996457,0.4509242699807181,0.2938381649811402,0.1258920146938877,0.0193350122854522,0.0007709226822014,-0.0385323399463916,0.0144186092644789,-0.0111461782003502,-0.0086699319493481,-0.0112027405683325,-0.0051978287346006,0.0006476632020825,-0.0328177574662209,-0.0504227541984823,-0.0389623057520829,-0.0229286394181704,-0.0733104886442835,0.000830868410248,-0.0599585936842433,-0.0100417827663157,-0.0253850650672008,-0.0163201427901113,-0.0314620441089081,-0.0176795197252441,-0.0314611997654628,-0.0331472721991452,-0.0399683759103315,0.0084929498619111,-0.0146854609411659,-0.0178337120304582,-0.0395348850437446,-0.0267206159548915,-0.0417682334365639,-0.0318469198580945,-0.0462060970743251,0.0097592333609455,-0.0371617710933373,-0.0395252257404677,-0.0485358547931571,Protein
0.0188544917098261,0.0485827374635117,0.1759955332672035,0.2967668755496051,0.5063126134336959,0.7434422949435602,0.9639064827432242,1.1105167473379218,1.2037916984032118,1.163143295645173,0.9519363230150067,0.7346490966809274,0.4930591895032811,0.3266702064637004,0.1488466180240675,0.1019448717799939,0.0267783883740641,-0.0005521232242591,0.0068363056282323,0.0082937703539441,0.0386331472836715,0.0064911295940499,0.0038879585999239,0.0319273308618391,0.0120218778876071,-0.012885375858902,0.0271194259821395,-0.0147923730488657,-0.0129849452986384,-0.0169704139602814,-0.0187249005630386,0.0066634658970033,-0.0051580432908556,-0.0695633842727301,-0.0053652612389901,-0.0103582451161126,0.0178565072859771,-0.0112651722292072,0.0507851558242178,0.0279358715754048,-0.0077982078201955,0.0229924615766616,0.0105042342538189,0.0046693159296048,0.0160530451121485,0.0010814174852097,0.0048070231215495,0.0164670503255793,0.0410490548349098,0.0050238994443934,-0.0090759332994431,Protein
0.0754015856250052,0.0779180626626309,0.2184964076839544,0.3488588044146927,0.5542993753805994,0.761677303797142,1.0001672029788111,1.1622460938099963,1.2137603999843576,1.1598277367379473,0.9612203726170434,0.7828504000745142,0.4865585966630353,0.3765869991594121,0.1638413000054059,0.1455935059608128,0.052839018177524,0.0612729553027843,0.0263116682683023,0.0716410932890938,0.0379981066226408,0.058295516366123,0.0382648562683362,0.0437851696020568,0.0490444301912437,0.0261471461419351,0.0111156938187429,0.0106894339323536,0.0377383497582312,0.0269486964271875,-0.006195637087006,0.0469803231235091,0.0123517052817558,0.0135149976020872,0.0358889774217339,0.018719184945994,0.0391716080742627,0.0761907159395234,0.0291403451838259,0.0155299151831393,0.0403516376600185,0.0212168622341185,0.0371965277474272,0.0430342176410971,0.0360175593382226,0.0378526770992556,0.0405633057201253,0.0686637525578885,0.0316631120253324,0.0392701862408341,0.0540584793743151,Protein
0.0436993375698208,0.0614492967175379,0.1578673513379707,0.2838009197226666,0.504858240598047,0.7516287872808551,0.9653516066740968,1.1366566816067023,1.1824998266508384,1.1211003403457152,0.9370196811874012,0.6843031638697165,0.4855140685840151,0.2932605451456961,0.2058591857914013,0.1101305056639987,0.0453914057341311,0.055020340456722,0.0324571740910728,-0.0387067284334616,0.021751678598178,0.0143294633205722,-0.0057651615797176,-0.0282995784065438,0.0119088217175848,-0.041582426715033,-0.0004294809715175,-0.0123418058260161,-0.0251768405630081,0.0237760201805209,-0.0008261686090949,0.0034793265835982,0.0181574389448637,-0.0001758111260661,0.00902822397295,0.0163170324097817,0.0113351185383765,0.0057196033237656,0.0356622567075011,0.0248394119601971,-0.0017152633846566,-0.018193859002969,0.0127724729967528,0.0043172129637801,0.0341799132637766,0.0197498601140144,0.0152840877600381,0.0002590307590818,-0.0175139748333448,-0.0039592593740263,0.0095365618864822,Protein
